emdb_id,resolution,fitted_pdbs,deposition_date,map_release_date
EMD-3151,3.4,5apo,2015-09-15T00:00:00Z,2015-12-16T00:00:00Z
EMD-3152,3.9,5apn,2015-09-15T00:00:00Z,2015-12-16T00:00:00Z
EMD-3153,3.7,,2015-09-15T00:00:00Z,2015-12-16T00:00:00Z
EMD-6470,2.8,,2015-09-17T00:00:00Z,2015-10-07T00:00:00Z
EMD-6474,4.3,,2015-09-22T00:00:00Z,2016-06-08T00:00:00Z
EMD-6453,3.9,3jbm,2015-09-03T00:00:00Z,2016-10-19T00:00:00Z
EMD-6481,4.4,3jbt,2015-10-14T00:00:00Z,2015-11-18T00:00:00Z
EMD-6480,3.8,3jbt,2015-10-14T00:00:00Z,2015-11-18T00:00:00Z
EMD-3214,5.0,,2015-10-26T00:00:00Z,2015-12-30T00:00:00Z
EMD-6559,3.7,3jcj,2015-12-17T00:00:00Z,2016-03-09T00:00:00Z
EMD-3366,4.2,5g06,2016-03-08T00:00:00Z,2016-06-01T00:00:00Z
EMD-6633,3.4,3jd4,2016-03-24T00:00:00Z,2016-04-27T00:00:00Z
EMD-6632,3.6,3jd3,2016-03-24T00:00:00Z,2016-04-27T00:00:00Z
EMD-6631,3.47,3jd0,2016-03-24T00:00:00Z,2016-04-27T00:00:00Z
EMD-6630,3.26,3jcz,2016-03-24T00:00:00Z,2016-04-27T00:00:00Z
EMD-6615,3.08,3jct,2016-02-29T00:00:00Z,2016-06-01T00:00:00Z
EMD-8113,3.1,,2016-03-11T00:00:00Z,2016-06-29T00:00:00Z
EMD-8114,3.1,,2016-03-11T00:00:00Z,2016-06-29T00:00:00Z
EMD-8115,3.1,,2016-03-11T00:00:00Z,2016-06-29T00:00:00Z
EMD-8279,3.9,5kps,2016-09-16T00:00:00Z,2016-09-28T00:00:00Z
EMD-8266,3.5,5kmg,2016-07-21T00:00:00Z,2016-08-03T00:00:00Z
EMD-8072,3.37,5i68,2016-02-16T00:00:00Z,2016-08-03T00:00:00Z
EMD-6148,4.0,,2014-10-15T00:00:00Z,2015-02-04T00:00:00Z
EMD-6147,4.0,3j8f,2014-10-15T00:00:00Z,2015-02-04T00:00:00Z
EMD-6149,5.0,3j8g,2014-10-23T00:00:00Z,2014-11-26T00:00:00Z
EMD-6202,4.3,,2014-11-28T00:00:00Z,2015-02-04T00:00:00Z
EMD-6325,4.5,,2015-04-22T00:00:00Z,2015-04-29T00:00:00Z
EMD-6306,3.9,3j9w,2015-03-16T00:00:00Z,2015-04-29T00:00:00Z
EMD-3019,3.9,5a2q,2015-05-20T00:00:00Z,2015-07-15T00:00:00Z
EMD-6349,3.3,3jak,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-6348,3.5,,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-6350,3.5,3jal,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-6347,3.4,,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-6352,3.5,3jat,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-3133,4.5,5ady,2015-08-23T00:00:00Z,2015-10-14T00:00:00Z
EMD-6420,4.28,3jb9,2015-08-09T00:00:00Z,2015-09-16T00:00:00Z
EMD-6366,4.8,3jau,2015-06-24T00:00:00Z,2016-02-10T00:00:00Z
EMD-3227,3.88,5gak,2015-10-29T00:00:00Z,2016-01-13T00:00:00Z
EMD-3231,3.6,5fmg,2015-11-04T00:00:00Z,2016-02-17T00:00:00Z
EMD-8000,3.7,5gad,2015-11-24T00:00:00Z,2016-01-27T00:00:00Z
EMD-8004,3.8,5gah,2015-12-04T00:00:00Z,2016-01-27T00:00:00Z
EMD-8003,3.8,5gag,2015-12-11T00:00:00Z,2016-01-27T00:00:00Z
EMD-8001,3.33,5gae,2015-12-03T00:00:00Z,2016-01-27T00:00:00Z
EMD-3295,2.3,5ftj,2016-01-12T00:00:00Z,2016-01-27T00:00:00Z
EMD-3296,2.4,5ftk,2016-01-12T00:00:00Z,2016-01-27T00:00:00Z
EMD-3377,4.71,,2016-03-09T00:00:00Z,2016-05-18T00:00:00Z
EMD-3375,3.58,,2016-03-09T00:00:00Z,2016-05-18T00:00:00Z
EMD-3376,3.97,,2016-03-09T00:00:00Z,2016-05-18T00:00:00Z
EMD-3374,4.11,5iv5,2016-03-09T00:00:00Z,2016-05-18T00:00:00Z
EMD-8123,3.6,5it7,2016-04-13T00:00:00Z,2016-05-18T00:00:00Z
EMD-8124,3.8,5it9,2016-04-12T00:00:00Z,2016-05-18T00:00:00Z
EMD-3414,4.1,,2016-04-15T00:00:00Z,2016-06-15T00:00:00Z
EMD-9518,3.8,5gky,2016-07-07T00:00:00Z,2016-08-24T00:00:00Z
EMD-9513,3.6,5gjv,2016-08-10T00:00:00Z,2016-09-14T00:00:00Z
EMD-2773,3.8,4uy8,2014-08-29T00:00:00Z,2014-10-22T00:00:00Z
EMD-6422,4.1,,2015-08-10T00:00:00Z,2015-09-02T00:00:00Z
EMD-2791,3.7,,2014-10-07T00:00:00Z,2014-12-24T00:00:00Z
EMD-2792,4.2,,2014-10-07T00:00:00Z,2014-12-24T00:00:00Z
EMD-6124,3.7,3j8a,2014-10-08T00:00:00Z,2014-12-10T00:00:00Z
EMD-2881,3.9,,2015-02-08T00:00:00Z,2015-03-18T00:00:00Z
EMD-2880,3.5,,2015-02-08T00:00:00Z,2015-03-18T00:00:00Z
EMD-2879,3.27,,2015-02-08T00:00:00Z,2015-03-18T00:00:00Z
EMD-2878,4.7,,2015-02-08T00:00:00Z,2015-03-18T00:00:00Z
EMD-2924,3.6,4ui9,2015-03-09T00:00:00Z,2015-06-17T00:00:00Z
EMD-3063,4.2,5a6f,2015-06-25T00:00:00Z,2015-10-14T00:00:00Z
EMD-3062,4.5,5a6e,2015-06-25T00:00:00Z,2015-10-14T00:00:00Z
EMD-3121,4.36,5aco,2015-08-11T00:00:00Z,2015-09-30T00:00:00Z
EMD-3120,4.47,,2015-08-11T00:00:00Z,2015-09-30T00:00:00Z
EMD-6464,2.8,,2015-09-10T00:00:00Z,2015-09-23T00:00:00Z
EMD-6445,3.3,,2015-08-27T00:00:00Z,2015-12-09T00:00:00Z
EMD-6536,4.8,3jc7,2015-11-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6534,3.7,3jc6,2015-11-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6535,4.7,3jc5,2015-11-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6564,3.52,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6565,3.49,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6566,3.46,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6562,3.75,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6563,3.57,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6561,3.81,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6483,3.64,3jbu,2015-10-15T00:00:00Z,2016-02-24T00:00:00Z
EMD-6484,3.73,,2015-10-15T00:00:00Z,2016-02-24T00:00:00Z
EMD-6485,3.32,,2015-10-15T00:00:00Z,2016-02-24T00:00:00Z
EMD-6618,4.7,5hi9,2016-03-09T00:00:00Z,2016-03-30T00:00:00Z
EMD-6595,4.06,,2016-02-23T00:00:00Z,2016-03-23T00:00:00Z
EMD-3407,3.26,,2016-04-14T00:00:00Z,2016-06-15T00:00:00Z
EMD-8120,3.8,,2016-03-15T00:00:00Z,2016-06-15T00:00:00Z
EMD-6574,4.8,3jco,2016-01-06T00:00:00Z,2016-06-15T00:00:00Z
EMD-6575,4.6,3jcp,2016-01-06T00:00:00Z,2016-06-15T00:00:00Z
EMD-8184,3.16,5jzg,2016-05-16T00:00:00Z,2016-07-13T00:00:00Z
EMD-8099,3.8,5ipi,2016-03-09T00:00:00Z,2016-07-20T00:00:00Z
EMD-8188,4.46,5jzw,2016-05-17T00:00:00Z,2016-07-13T00:00:00Z
EMD-8185,3.9,5jzh,2016-05-23T00:00:00Z,2016-07-13T00:00:00Z
EMD-4076,4.2,5lmq,2016-08-01T00:00:00Z,2016-10-05T00:00:00Z
EMD-4077,4.45,5lmr,2016-08-01T00:00:00Z,2016-10-05T00:00:00Z
EMD-9517,3.7,5gka,2016-07-04T00:00:00Z,2016-09-21T00:00:00Z
EMD-9508,3.8,,2016-07-01T00:00:00Z,2016-07-27T00:00:00Z
EMD-9507,4.3,,2016-07-01T00:00:00Z,2016-07-27T00:00:00Z
EMD-9510,4.6,,2016-07-01T00:00:00Z,2016-07-27T00:00:00Z
EMD-5886,4.8,3jbd,2014-01-20T00:00:00Z,2014-02-19T00:00:00Z
EMD-2603,3.6,4v92,2014-03-05T00:00:00Z,2014-05-14T00:00:00Z
EMD-2604,3.8,4v92,2014-03-05T00:00:00Z,2014-05-21T00:00:00Z
EMD-5738,5.0,,2013-08-07T00:00:00Z,2014-03-19T00:00:00Z
EMD-6268,3.92,,2015-02-14T00:00:00Z,2015-04-08T00:00:00Z
EMD-6269,4.67,,2015-02-14T00:00:00Z,2015-04-08T00:00:00Z
EMD-6337,3.8,5a22,2015-05-07T00:00:00Z,2015-05-20T00:00:00Z
EMD-3074,4.1,5a7a,2015-07-01T00:00:00Z,2015-09-02T00:00:00Z
EMD-3073,4.1,5a79,2015-07-01T00:00:00Z,2015-09-02T00:00:00Z
EMD-6694,4.2,5wvk,2016-12-25T00:00:00Z,2017-03-22T00:00:00Z
EMD-8320,3.5,5syc,2016-08-10T00:00:00Z,2016-08-03T00:00:00Z
EMD-3130,3.5,5aca,2015-08-14T00:00:00Z,2015-09-23T00:00:00Z
EMD-3129,3.2,5ac9,2015-08-14T00:00:00Z,2015-09-23T00:00:00Z
EMD-3125,4.87,,2015-08-13T00:00:00Z,2015-09-23T00:00:00Z
EMD-6475,4.2,3jbr,2015-09-28T00:00:00Z,2015-12-30T00:00:00Z
EMD-3285,4.6,3jcn,2015-12-17T00:00:00Z,2016-03-09T00:00:00Z
EMD-3337,3.9,5fwk,2016-02-17T00:00:00Z,2016-06-29T00:00:00Z
EMD-3338,4.0,,2016-02-18T00:00:00Z,2016-06-29T00:00:00Z
EMD-3333,4.2,,2016-02-14T00:00:00Z,2016-05-04T00:00:00Z
EMD-3332,4.5,5g2y,2016-02-14T00:00:00Z,2016-05-04T00:00:00Z
EMD-3388,3.4,5g05,2016-03-15T00:00:00Z,2016-05-04T00:00:00Z
EMD-8095,3.7,5ij9,2016-03-01T00:00:00Z,2016-04-20T00:00:00Z
EMD-3389,3.8,,2016-03-15T00:00:00Z,2016-05-04T00:00:00Z
EMD-8094,3.8,5ij0,2016-03-01T00:00:00Z,2016-04-20T00:00:00Z
EMD-3387,4.3,,2016-03-15T00:00:00Z,2016-04-27T00:00:00Z
EMD-8164,3.9,5jlh,2016-04-27T00:00:00Z,2016-06-15T00:00:00Z
EMD-8140,3.87,,2016-03-31T00:00:00Z,2016-09-07T00:00:00Z
EMD-8183,4.2,5jzc,2016-05-16T00:00:00Z,2016-09-21T00:00:00Z
EMD-8189,2.79,5k0u,2016-05-17T00:00:00Z,2016-07-13T00:00:00Z
EMD-9524,3.5,5gm6,2016-08-18T00:00:00Z,2016-09-21T00:00:00Z
EMD-8788,4.7,5w9m,2017-06-23T00:00:00Z,2017-08-16T00:00:00Z
EMD-8789,5.0,5w9n,2017-06-23T00:00:00Z,2017-08-16T00:00:00Z
EMD-8791,4.0,5w9p,2017-06-23T00:00:00Z,2017-08-16T00:00:00Z
EMD-3765,4.8,5o9g,2017-06-19T00:00:00Z,2017-10-11T00:00:00Z
EMD-8661,3.3,5vf3,2017-04-06T00:00:00Z,2017-09-13T00:00:00Z
EMD-8782,3.37,5w81,2017-06-21T00:00:00Z,2017-07-19T00:00:00Z
EMD-8751,4.4,5w1r,2017-06-04T00:00:00Z,2017-07-19T00:00:00Z
EMD-3777,4.6,5og1,2017-06-22T00:00:00Z,2017-08-16T00:00:00Z
EMD-3785,4.0,5odv,2017-07-06T00:00:00Z,2017-09-27T00:00:00Z
EMD-8882,3.75,5wpt,2017-08-07T00:00:00Z,2017-10-18T00:00:00Z
EMD-8881,3.64,5wpq,2017-08-07T00:00:00Z,2017-10-18T00:00:00Z
EMD-8883,3.59,5wpv,2017-08-07T00:00:00Z,2017-10-18T00:00:00Z
EMD-8856,4.3,5wk6,2017-07-24T00:00:00Z,2017-10-25T00:00:00Z
EMD-8857,1.0,5wkb,2017-07-24T00:00:00Z,2018-05-23T00:00:00Z
EMD-8890,3.6,,2017-08-17T00:00:00Z,2017-12-06T00:00:00Z
EMD-8889,3.7,,2017-08-17T00:00:00Z,2017-12-06T00:00:00Z
EMD-6742,3.2,5xnm,2017-05-23T00:00:00Z,2017-09-27T00:00:00Z
EMD-6741,2.7,5xnl,2017-05-23T00:00:00Z,2017-09-27T00:00:00Z
EMD-6789,3.08,5xym,2017-07-09T00:00:00Z,2017-09-27T00:00:00Z
EMD-6790,3.45,5xyu,2017-07-10T00:00:00Z,2017-09-27T00:00:00Z
EMD-6757,3.8,5xs7,2017-06-12T00:00:00Z,2017-09-27T00:00:00Z
EMD-6751,3.1,5xs4,2017-06-12T00:00:00Z,2017-09-27T00:00:00Z
EMD-6752,3.3,5xs5,2017-06-12T00:00:00Z,2017-09-27T00:00:00Z
EMD-6743,3.6,5xnn,2017-05-23T00:00:00Z,2017-09-27T00:00:00Z
EMD-6744,3.5,5xno,2017-05-23T00:00:00Z,2017-09-27T00:00:00Z
EMD-6758,3.43,,2017-06-12T00:00:00Z,2017-10-25T00:00:00Z
EMD-6760,3.72,,2017-06-12T00:00:00Z,2017-10-25T00:00:00Z
EMD-6763,3.59,,2017-06-13T00:00:00Z,2017-10-25T00:00:00Z
EMD-6762,3.58,,2017-06-13T00:00:00Z,2017-10-25T00:00:00Z
EMD-6759,3.68,,2017-06-12T00:00:00Z,2017-10-25T00:00:00Z
EMD-6761,3.5,,2017-06-13T00:00:00Z,2017-10-25T00:00:00Z
EMD-7073,3.63,6baa,2017-10-12T00:00:00Z,2017-11-01T00:00:00Z
EMD-3857,3.7,5oxe,2017-09-06T00:00:00Z,2017-11-22T00:00:00Z
EMD-3854,3.15,,2017-08-25T00:00:00Z,2017-11-08T00:00:00Z
EMD-3899,3.7,6enj,2017-10-05T00:00:00Z,2017-11-22T00:00:00Z
EMD-3903,3.1,6enu,2017-10-06T00:00:00Z,2017-11-22T00:00:00Z
EMD-6800,2.9,,2017-07-21T00:00:00Z,2017-11-22T00:00:00Z
EMD-6801,3.2,,2017-07-21T00:00:00Z,2017-11-22T00:00:00Z
EMD-3901,3.9,,2017-10-05T00:00:00Z,2017-11-22T00:00:00Z
EMD-3902,3.2,,2017-10-05T00:00:00Z,2017-11-22T00:00:00Z
EMD-3900,3.6,,2017-10-05T00:00:00Z,2017-11-22T00:00:00Z
EMD-3981,3.6,6exv,2017-11-09T00:00:00Z,2018-03-21T00:00:00Z
EMD-3983,4.22,6eyd,2017-11-11T00:00:00Z,2018-12-12T00:00:00Z
EMD-3984,4.0,6ez8,2017-11-14T00:00:00Z,2018-02-21T00:00:00Z
EMD-3965,3.8,6ew0,2017-11-03T00:00:00Z,2018-07-04T00:00:00Z
EMD-3964,3.8,6evz,2017-11-03T00:00:00Z,2018-07-04T00:00:00Z
EMD-4225,3.07,6fbs,2017-12-19T00:00:00Z,2018-01-31T00:00:00Z
EMD-7128,3.8,6bpz,2017-11-27T00:00:00Z,2017-12-27T00:00:00Z
EMD-7126,4.9,6bp8,2017-11-22T00:00:00Z,2018-04-04T00:00:00Z
EMD-7125,4.9,6bp7,2017-11-22T00:00:00Z,2018-04-04T00:00:00Z
EMD-7325,3.4,6c0v,2018-01-02T00:00:00Z,2018-01-31T00:00:00Z
EMD-7329,3.2,6c1d,2018-01-04T00:00:00Z,2018-01-31T00:00:00Z
EMD-7330,3.8,6c1g,2018-01-04T00:00:00Z,2018-01-31T00:00:00Z
EMD-7313,4.6,,2017-12-20T00:00:00Z,2018-01-31T00:00:00Z
EMD-7311,4.9,,2017-12-20T00:00:00Z,2018-01-31T00:00:00Z
EMD-7347,3.66,6c66,2018-01-17T00:00:00Z,2018-06-27T00:00:00Z
EMD-7344,4.8,6c5v,2018-01-16T00:00:00Z,2018-05-02T00:00:00Z
EMD-7295,4.0,6bvn,2017-12-13T00:00:00Z,2018-02-07T00:00:00Z
EMD-7346,4.7,,2018-01-17T00:00:00Z,2019-01-23T00:00:00Z
EMD-7462,4.3,6ce9,2018-02-11T00:00:00Z,2018-03-14T00:00:00Z
EMD-7451,4.6,,2018-02-02T00:00:00Z,2018-05-09T00:00:00Z
EMD-7450,4.4,,2018-02-02T00:00:00Z,2018-05-09T00:00:00Z
EMD-7447,3.6,,2018-02-02T00:00:00Z,2018-05-09T00:00:00Z
EMD-7448,3.6,,2018-02-02T00:00:00Z,2018-05-09T00:00:00Z
EMD-7473,3.5,,2018-02-20T00:00:00Z,2018-03-14T00:00:00Z
EMD-7472,4.2,6cgr,2018-02-20T00:00:00Z,2018-03-14T00:00:00Z
EMD-7495,1.01,6clc,2018-03-02T00:00:00Z,2018-05-16T00:00:00Z
EMD-4053,3.8,5lii,2016-07-14T00:00:00Z,2017-07-19T00:00:00Z
EMD-8669,5.0,,2017-04-11T00:00:00Z,2017-09-20T00:00:00Z
EMD-8670,4.5,,2017-04-11T00:00:00Z,2017-09-20T00:00:00Z
EMD-8641,3.7,5v7q,2017-03-20T00:00:00Z,2017-09-20T00:00:00Z
EMD-8732,3.78,5vt0,2017-05-15T00:00:00Z,2017-11-01T00:00:00Z
EMD-8764,2.94,5w3s,2017-06-08T00:00:00Z,2017-10-11T00:00:00Z
EMD-8709,4.4,5vlz,2017-04-26T00:00:00Z,2017-10-18T00:00:00Z
EMD-8750,3.5,5w0s,2017-05-31T00:00:00Z,2017-08-09T00:00:00Z
EMD-8708,3.3,5vly,2017-04-26T00:00:00Z,2017-10-18T00:00:00Z
EMD-6778,3.17,5xxb,2017-07-03T00:00:00Z,2017-08-30T00:00:00Z
EMD-6784,3.2,5xy3,2017-07-06T00:00:00Z,2017-08-30T00:00:00Z
EMD-6780,3.35,5xxu,2017-07-05T00:00:00Z,2017-08-30T00:00:00Z
EMD-6774,3.4,5xte,2017-06-18T00:00:00Z,2017-08-30T00:00:00Z
EMD-6772,3.7,5xtc,2017-06-18T00:00:00Z,2017-08-30T00:00:00Z
EMD-6773,3.7,5xtd,2017-06-18T00:00:00Z,2017-08-30T00:00:00Z
EMD-6771,3.4,5xtb,2017-06-17T00:00:00Z,2017-08-30T00:00:00Z
EMD-7006,3.3,6aui,2017-09-01T00:00:00Z,2018-04-18T00:00:00Z
EMD-3866,4.06,6egx,2017-09-12T00:00:00Z,2018-07-18T00:00:00Z
EMD-3881,3.87,6eiw,2017-09-19T00:00:00Z,2018-07-18T00:00:00Z
EMD-3865,3.18,6egv,2017-09-12T00:00:00Z,2018-07-18T00:00:00Z
EMD-6702,3.71,,2017-02-08T00:00:00Z,2017-10-25T00:00:00Z
EMD-9400,3.9,5bk4,2017-09-12T00:00:00Z,2017-10-25T00:00:00Z
EMD-7063,3.3,6b7n,2017-10-04T00:00:00Z,2017-10-25T00:00:00Z
EMD-3947,3.7,6esf,2017-10-20T00:00:00Z,2017-12-20T00:00:00Z
EMD-3898,3.2,6enf,2017-10-04T00:00:00Z,2017-11-22T00:00:00Z
EMD-3979,3.7,6exn,2017-11-08T00:00:00Z,2018-01-17T00:00:00Z
EMD-4168,3.5,6f1t,2017-11-23T00:00:00Z,2018-01-17T00:00:00Z
EMD-4161,3.3,6ezn,2017-11-16T00:00:00Z,2018-01-17T00:00:00Z
EMD-4169,3.4,6f1u,2017-11-23T00:00:00Z,2018-01-17T00:00:00Z
EMD-4174,3.3,6f2s,2017-11-27T00:00:00Z,2018-06-27T00:00:00Z
EMD-4170,3.4,6f1v,2017-11-23T00:00:00Z,2018-01-17T00:00:00Z
EMD-4171,3.4,6f1y,2017-11-23T00:00:00Z,2018-01-17T00:00:00Z
EMD-4172,3.4,6f1z,2017-11-23T00:00:00Z,2018-01-17T00:00:00Z
EMD-4246,3.6,6feq,2018-01-03T00:00:00Z,2018-04-11T00:00:00Z
EMD-4250,3.9,,2018-01-03T00:00:00Z,2018-02-07T00:00:00Z
EMD-4248,4.5,,2018-01-03T00:00:00Z,2018-02-07T00:00:00Z
EMD-7463,4.7,6ceb,2018-02-11T00:00:00Z,2018-03-14T00:00:00Z
EMD-7436,3.09,6c9i,2018-01-26T00:00:00Z,2018-03-21T00:00:00Z
EMD-7437,3.49,6c9k,2018-01-26T00:00:00Z,2018-03-21T00:00:00Z
EMD-7438,4.25,6c9y,2018-01-29T00:00:00Z,2018-02-28T00:00:00Z
EMD-7445,4.6,6cb1,2018-02-01T00:00:00Z,2018-03-14T00:00:00Z
EMD-7459,3.8,6cde,2018-02-08T00:00:00Z,2018-05-16T00:00:00Z
EMD-7460,3.6,6cdi,2018-02-08T00:00:00Z,2018-05-16T00:00:00Z
EMD-7453,4.27,6d83,2018-02-02T00:00:00Z,2018-07-25T00:00:00Z
EMD-8787,4.8,5w9l,2017-06-23T00:00:00Z,2017-08-16T00:00:00Z
EMD-8792,4.0,,2017-06-23T00:00:00Z,2017-08-16T00:00:00Z
EMD-3699,3.39,5nv3,2017-05-03T00:00:00Z,2017-07-26T00:00:00Z
EMD-3700,3.5,,2017-05-03T00:00:00Z,2017-07-26T00:00:00Z
EMD-8818,4.2,,2017-07-10T00:00:00Z,2017-07-19T00:00:00Z
EMD-3770,4.2,5oa3,2017-06-20T00:00:00Z,2017-08-09T00:00:00Z
EMD-8827,3.64,5wfe,2017-07-11T00:00:00Z,2017-08-02T00:00:00Z
EMD-8823,4.2,5weo,2017-07-10T00:00:00Z,2017-08-02T00:00:00Z
EMD-8819,4.6,5wek,2017-07-10T00:00:00Z,2017-08-02T00:00:00Z
EMD-8820,4.4,5wel,2017-07-10T00:00:00Z,2017-08-02T00:00:00Z
EMD-8854,3.6,5wk1,2017-07-24T00:00:00Z,2018-01-17T00:00:00Z
EMD-8826,3.6,5wf0,2017-07-11T00:00:00Z,2018-05-02T00:00:00Z
EMD-8828,3.4,5wfk,2017-07-12T00:00:00Z,2018-05-02T00:00:00Z
EMD-8829,3.0,5wfs,2017-07-12T00:00:00Z,2018-05-02T00:00:00Z
EMD-7002,3.8,6asx,2017-08-25T00:00:00Z,2018-03-28T00:00:00Z
EMD-7052,3.6,6b48,2017-09-25T00:00:00Z,2017-10-18T00:00:00Z
EMD-7049,3.5,6b45,2017-09-25T00:00:00Z,2017-10-18T00:00:00Z
EMD-7051,3.2,6b47,2017-09-25T00:00:00Z,2017-10-18T00:00:00Z
EMD-7050,3.1,6b46,2017-09-25T00:00:00Z,2017-10-18T00:00:00Z
EMD-8860,3.57,5wln,2017-07-27T00:00:00Z,2017-10-25T00:00:00Z
EMD-3888,4.2,6em3,2017-09-29T00:00:00Z,2017-12-27T00:00:00Z
EMD-3889,4.1,6em4,2017-09-29T00:00:00Z,2017-12-27T00:00:00Z
EMD-3890,4.2,,2017-09-29T00:00:00Z,2017-12-27T00:00:00Z
EMD-3863,3.22,5oyp,2017-09-11T00:00:00Z,2018-07-18T00:00:00Z
EMD-4160,3.2,6ezm,2017-11-15T00:00:00Z,2018-02-07T00:00:00Z
EMD-3999,3.1,6ezj,2017-11-15T00:00:00Z,2018-02-07T00:00:00Z
EMD-3886,3.6,6eml,2017-09-28T00:00:00Z,2017-11-29T00:00:00Z
EMD-3907,4.5,6eo1,2017-10-08T00:00:00Z,2017-12-27T00:00:00Z
EMD-3839,3.4,5oof,2017-08-07T00:00:00Z,2018-06-13T00:00:00Z
EMD-3893,3.6,6em1,2017-09-29T00:00:00Z,2017-12-27T00:00:00Z
EMD-3891,3.3,6elz,2017-09-29T00:00:00Z,2017-12-27T00:00:00Z
EMD-3892,3.3,,2017-09-29T00:00:00Z,2017-12-27T00:00:00Z
EMD-7137,3.7,,2017-12-04T00:00:00Z,2017-12-20T00:00:00Z
EMD-4241,3.7,6fe8,2017-12-30T00:00:00Z,2018-08-01T00:00:00Z
EMD-6729,3.8,5xlo,2017-05-11T00:00:00Z,2018-01-10T00:00:00Z
EMD-6731,4.2,5xlp,2017-05-11T00:00:00Z,2018-01-10T00:00:00Z
EMD-6845,4.28,5yud,2017-11-21T00:00:00Z,2018-01-03T00:00:00Z
EMD-6730,4.7,,2017-05-11T00:00:00Z,2018-01-10T00:00:00Z
EMD-7301,3.79,6bx0,2017-12-15T00:00:00Z,2018-01-24T00:00:00Z
EMD-7300,2.84,6bwx,2017-12-15T00:00:00Z,2018-01-24T00:00:00Z
EMD-7088,4.31,6be1,2017-10-24T00:00:00Z,2018-02-07T00:00:00Z
EMD-4256,3.56,6ffc,2018-01-06T00:00:00Z,2018-04-11T00:00:00Z
EMD-4254,3.7,,2018-01-03T00:00:00Z,2018-02-07T00:00:00Z
EMD-4251,4.1,,2018-01-03T00:00:00Z,2018-02-07T00:00:00Z
EMD-4252,4.5,,2018-01-03T00:00:00Z,2018-02-07T00:00:00Z
EMD-4230,3.52,6fbv,2017-12-19T00:00:00Z,2018-02-28T00:00:00Z
EMD-4277,4.34,6fml,2018-01-31T00:00:00Z,2018-04-25T00:00:00Z
EMD-4280,4.62,,2018-01-31T00:00:00Z,2018-04-25T00:00:00Z
EMD-4278,4.68,,2018-01-31T00:00:00Z,2018-04-25T00:00:00Z
EMD-8774,4.2,5w64,2017-06-16T00:00:00Z,2017-07-26T00:00:00Z
EMD-8771,3.8,5w5y,2017-06-16T00:00:00Z,2017-07-26T00:00:00Z
EMD-8749,3.9,5vzl,2017-05-29T00:00:00Z,2017-07-26T00:00:00Z
EMD-8817,4.4,,2017-07-10T00:00:00Z,2017-10-04T00:00:00Z
EMD-8786,4.6,5w9k,2017-06-23T00:00:00Z,2017-08-16T00:00:00Z
EMD-3818,3.7,,2017-07-18T00:00:00Z,2017-09-13T00:00:00Z
EMD-3816,3.6,,2017-07-18T00:00:00Z,2017-09-13T00:00:00Z
EMD-3815,3.4,,2017-07-18T00:00:00Z,2017-09-13T00:00:00Z
EMD-8642,3.9,5v7v,2017-03-20T00:00:00Z,2017-08-16T00:00:00Z
EMD-3808,4.2,,2017-07-13T00:00:00Z,2017-11-01T00:00:00Z
EMD-3853,2.5,,2017-08-24T00:00:00Z,2017-09-06T00:00:00Z
EMD-8892,4.8,,2017-08-17T00:00:00Z,2017-12-06T00:00:00Z
EMD-8891,4.9,,2017-08-17T00:00:00Z,2017-12-06T00:00:00Z
EMD-8893,4.5,,2017-08-17T00:00:00Z,2017-12-06T00:00:00Z
EMD-8894,4.6,,2017-08-17T00:00:00Z,2017-12-06T00:00:00Z
EMD-3855,4.2,5ow6,2017-08-30T00:00:00Z,2017-09-13T00:00:00Z
EMD-3851,4.0,5oqv,2017-08-14T00:00:00Z,2017-09-13T00:00:00Z
EMD-6777,3.2,5xwy,2017-06-30T00:00:00Z,2017-09-13T00:00:00Z
EMD-6775,3.9,5xth,2017-06-18T00:00:00Z,2017-09-13T00:00:00Z
EMD-7039,3.3,6b3j,2017-09-22T00:00:00Z,2018-02-21T00:00:00Z
EMD-7031,4.5,6b19,2017-09-18T00:00:00Z,2018-04-25T00:00:00Z
EMD-7030,3.8,6b0x,2017-09-15T00:00:00Z,2017-10-18T00:00:00Z
EMD-7025,2.5,6az3,2017-09-09T00:00:00Z,2017-12-06T00:00:00Z
EMD-7059,3.9,6b6h,2017-10-02T00:00:00Z,2017-11-15T00:00:00Z
EMD-7026,3.51,6b0c,2017-09-14T00:00:00Z,2018-05-02T00:00:00Z
